Model,Seed,Bias_pred_minus_true,Residual_SD,MAE,RMSE,Bland_Altman_lower,Bland_Altman_upper,Calibration_intercept_observed_on_predicted,Calibration_slope_observed_on_predicted,SRC,Pearson
POSE29_GROUPED,42,-0.02112651988863945,1.54534912109375,1.2456156015396118,1.544694185256958,-3.0500107972323893,3.0077577574551104,-0.26717157625192645,1.0529482559416588,0.5523509890878348,0.5558675173433101
