Model,SRC_mean,SRC_SD,Pearson_mean,Pearson_SD,MAE_mean,MAE_SD,RMSE_mean,RMSE_SD
POSE29_GROUPED,0.535832431126431,0.018007755652530506,0.5444259067645411,0.012526176662269434,1.2676108280817668,0.02023918731324304,1.5627809365590413,0.019161844404791475
RGB12_GROUPED,0.2977613948278181,0.029787599151779316,0.350995989937594,0.0626519538435805,1.407174825668335,0.13662730073397408,1.781062404314677,0.07683400597313146
RGB29_GROUPED,0.31765013764759553,0.020419353298229553,0.3470753189793803,0.018474838931663948,1.4506949186325073,0.06473812357403813,1.8103920618693035,0.027536533827371257
RGBPOSE29_GROUPED,0.3906649464594126,0.0535629123125708,0.4240844967908229,0.05703638868887874,1.3391313552856445,0.08816172780194703,1.711918592453003,0.07314093811847211
